"normal_MS","progressive_MS","lesion1","lesion2","normal1","lesion3","normal2","..lesion4","normal3","normal4"
49,120,35,22,26,23,43,42,72,27
9,90,50,7,3,16,34,40,43,32
8,29,6,14,10,6,0,2,10,16
215,242,394,87,83,52,514,320,471,102
14,1,5,4,10,26,3,0,7,28
62,78,67,27,59,41,75,79,99,49
4,0,7,10,8,19,36,27,21,49
4,6,10,6,12,0,15,11,11,7
36,96,100,171,65,65,82,46,117,181
59,86,48,46,25,27,55,56,62,59
53,37,51,8,21,3,21,29,35,10
66,34,27,36,72,86,51,29,48,42
22,57,27,29,13,14,32,28,49,20
17,35,47,30,8,27,31,41,57,47
236,183,250,45,82,82,400,295,320,125
4,44,15,4,13,13,16,22,32,9
49,96,34,19,31,25,50,79,78,42
23,29,19,23,8,15,31,22,15,33
210,124,71,73,311,271,265,214,160,324
49,58,48,22,13,4,61,27,60,62
37,144,99,36,56,76,105,120,175,60
17,55,42,32,29,5,39,35,39,19
11,10,5,6,2,5,15,13,12,11
6,17,8,11,7,3,16,16,13,10
5,15,15,21,5,1,8,5,27,26
178,121,83,26,33,49,267,166,190,58
20,26,18,12,17,7,18,17,16,15
4,13,7,0,6,28,6,4,14,6
3,45,19,6,0,0,2,4,8,0
281,367,320,134,206,123,281,279,374,291
531,1030,294,928,187,519,179,287,375,666
34,28,23,11,24,9,33,29,69,15
3,16,13,1,6,0,12,7,12,10
440,393,502,182,214,149,771,569,798,282
153,169,114,83,147,173,122,99,242,181
11,62,16,1,4,7,49,25,27,4
225,71,67,15,61,56,110,101,160,112
49,336,352,125,46,9,63,65,169,68
4,1,11,1,4,1,33,26,28,5
4,3,4,9,13,0,7,5,8,13
21,52,47,9,12,12,76,52,50,25
5,15,13,4,2,0,14,11,25,8
103,182,184,74,52,43,180,120,172,54
126,58,83,67,121,56,158,148,122,142
101,124,104,57,29,34,157,95,156,58
232,268,234,54,116,110,321,213,328,150
51,77,38,13,13,26,59,29,69,37
0,32,13,6,4,1,0,1,19,11
12,43,7,0,6,13,62,25,41,3
27,29,32,38,27,23,55,49,63,58
82,101,69,31,40,32,143,110,117,83
1209,347,371,174,635,697,1514,1329,1061,908
77,110,94,12,25,12,163,97,138,49
12,27,6,0,0,0,12,23,20,3
137,51,27,6,18,18,251,139,61,28
20,48,19,13,8,22,92,59,48,25
34,21,31,19,33,2,42,31,44,43
9,13,3,5,8,21,13,10,8,15
2,8,10,5,1,0,15,6,19,0
13,37,18,5,1,9,23,9,38,7
1,10,3,0,5,6,7,13,12,12
3,12,4,11,21,8,23,27,20,33
53,318,197,169,47,93,101,109,125,85
25,27,33,9,16,9,36,20,12,23
164,259,190,51,108,93,272,242,270,117
3,11,4,1,7,2,12,6,14,1
58,18,23,9,20,28,77,61,43,37
150,130,68,24,115,54,242,165,149,89
3,0,12,0,0,2,14,2,21,12
16,17,17,3,21,12,7,16,16,11
22,17,12,13,44,15,18,27,23,21
462,957,769,334,336,250,846,653,950,422
11,28,16,7,4,0,24,20,23,2
14,11,8,9,28,4,13,9,3,9
3,19,16,7,10,2,20,10,27,12
31,26,23,5,21,15,30,29,44,16
391,490,338,196,251,157,502,433,486,319
60,197,136,78,24,23,120,71,129,41
76,67,64,32,46,37,97,99,82,104
6,33,8,6,7,3,16,6,21,24
11,83,63,8,47,12,39,35,99,4
20,155,113,22,4,2,30,36,109,11
266,467,309,168,233,141,309,284,340,259
7,15,15,4,11,22,10,14,19,17
66,96,64,25,34,20,130,101,111,64
844,1184,753,396,684,540,970,897,1067,744
18,36,23,9,4,5,40,20,39,24
21,18,14,5,7,1,17,11,19,11
28,31,12,12,16,14,32,31,58,11
689,550,841,160,77,202,1679,929,1511,292
49,30,30,12,18,6,86,51,84,27
2,20,10,4,0,4,22,2,9,1
173,53,107,17,65,58,72,29,125,46
4005,908,900,781,1139,738,3732,3063,2751,2124
132,164,103,107,93,36,209,161,197,141
1040,418,484,306,290,333,1215,840,1020,775
63,71,67,21,12,29,129,141,139,49
311,340,208,185,165,151,303,243,351,347
95,135,129,39,37,52,152,149,156,56
45,21,31,4,5,6,46,56,36,22
4,48,34,29,6,8,12,17,34,12
61,37,21,10,36,36,42,33,51,56
74,252,120,82,71,59,101,67,89,61
60,98,64,19,46,23,71,61,93,18
7,32,24,0,3,8,23,29,45,11
34,23,31,17,23,18,67,48,76,17
25,35,18,3,23,14,28,31,28,28
437,590,436,158,155,99,342,342,475,304
243,245,279,57,139,63,314,254,402,196
2,6,23,6,1,6,26,6,24,1
6,20,7,5,4,11,9,24,11,15
428,704,388,140,479,263,500,448,594,404
8,26,16,2,14,7,8,26,6,14
70,139,90,76,51,47,68,78,65,30
19,74,63,30,4,18,0,1,52,25
28,42,36,4,1,11,96,51,77,21
169,290,149,44,88,79,391,269,383,67
72,126,87,12,30,20,177,119,152,51
105,79,61,16,38,26,128,95,97,57
42,6,12,3,5,3,8,9,21,6
17,11,13,5,11,6,29,25,14,6
39,79,33,11,27,31,42,56,55,22
75,16,35,22,22,12,101,74,85,72
441,162,146,127,275,200,559,477,407,485
1010,440,387,183,472,476,1038,920,738,969
124,91,66,18,58,48,75,52,70,56
0,66,118,35,1,1,18,17,35,9
28,38,23,11,20,8,26,39,57,10
48,84,96,13,34,11,83,85,86,35
16,42,43,12,7,9,21,39,70,12
2,21,7,2,5,9,5,3,4,2
474,591,583,268,335,169,758,593,709,414
0,37,5,0,5,0,14,16,22,1
65,28,27,28,116,51,87,56,79,58
118,132,131,17,39,17,215,176,175,54
207,225,144,71,134,82,193,157,211,164
46,52,26,64,20,21,82,45,46,33
19,474,23,7,70,32,246,166,141,4
78,308,285,68,16,31,169,168,261,79
611,162,181,44,172,111,950,663,725,306
8,7,7,6,7,20,14,21,22,28
26,27,43,30,7,3,109,49,70,10
15,21,28,8,15,9,37,19,21,20
93,174,236,0,33,60,476,356,258,2
28,13,11,7,5,1,30,45,20,16
16,139,91,30,1,15,18,30,48,18
485,646,426,139,159,123,446,379,564,276
32,24,12,3,5,2,18,11,19,9
28,79,51,31,27,9,49,61,80,64
2,30,58,28,2,12,13,11,70,10
70,56,45,22,57,65,82,39,77,40
1,15,18,0,2,9,4,7,12,2
88,34,13,39,129,76,45,19,53,151
13,4,8,2,2,0,8,5,12,10
112,114,124,50,76,47,175,116,169,88
36,34,46,39,21,22,46,42,49,39
1096,354,318,189,1372,745,1055,1081,904,1445
5,14,25,18,12,13,10,27,30,22
0,12,0,7,2,8,9,11,1,3
1043,1890,978,867,904,914,1208,1082,1211,1078
137,71,104,29,68,45,94,83,128,72
64,80,23,31,95,12,53,42,49,48
22,64,28,18,24,12,48,39,46,48
2,9,6,15,0,11,4,4,8,19
50,123,123,30,40,54,89,83,94,52
41,223,102,63,47,49,38,57,75,39
254,484,315,172,185,147,437,356,430,302
451,609,359,196,334,288,787,653,665,449
430,580,420,137,101,79,861,657,720,458
410,335,251,171,286,232,512,347,461,306
210,319,228,155,114,105,252,265,290,217
40,70,50,16,34,15,61,69,81,62
54,55,26,9,49,18,50,52,63,50
64,89,96,64,57,32,156,150,192,128
65,63,86,37,60,50,105,86,130,59
14,24,28,3,10,1,31,33,36,33
140,63,59,36,48,37,105,81,108,113
15,9,7,12,27,12,17,25,10,21
13,30,25,10,20,23,43,26,48,35
24,57,29,24,25,23,47,42,38,31
42,23,44,2,9,11,99,42,74,18
245,293,260,110,212,175,290,254,369,312
176,142,215,96,117,75,186,209,251,184
177,128,155,57,169,82,144,168,232,206
48,21,29,8,36,9,19,20,23,16
579,521,368,111,299,190,654,632,527,273
10,9,7,13,3,3,2,2,0,3
19,4,0,1,9,11,22,10,8,8
486,403,313,172,272,126,577,485,523,535
18,14,28,1,18,3,19,19,16,9
96,32,53,43,65,29,146,123,132,69
3,23,2,0,8,5,10,14,32,3
13,4,4,1,13,5,22,7,24,15
33,49,21,10,19,11,43,68,65,41
1884,884,459,233,1285,1220,2304,1757,1579,1239
73,57,51,31,28,17,125,68,103,44
37,51,32,5,11,14,68,63,78,22
34,85,88,51,81,33,93,94,96,55
10,23,1,1,1,5,32,28,31,0
17,15,4,5,13,2,21,23,17,8
28,16,15,7,5,4,8,11,39,8
12,16,14,5,11,12,13,17,19,12
92,172,72,14,66,2,180,137,236,43
48,12,33,9,10,15,50,33,23,43
36,50,21,5,7,26,30,28,27,15
9,18,5,1,2,6,5,5,5,0
24,41,10,6,20,8,41,36,35,35
242,358,253,231,154,239,403,371,407,330
80,140,107,79,147,128,134,145,130,129
9,19,12,5,10,9,28,23,23,6
40,26,15,14,32,11,62,27,41,28
13,6,29,14,20,16,17,14,31,20
135,255,186,52,61,60,310,240,241,99
27,42,32,15,11,12,41,32,39,11
183,320,182,136,91,134,218,220,225,179
37,30,42,18,4,1,41,31,52,29
46,82,65,28,54,42,64,63,99,56
15,19,13,10,5,3,48,39,38,17
19,24,12,5,16,25,32,22,21,16
37,29,57,9,23,29,66,24,47,17
34,17,8,4,19,5,45,53,45,16
189,256,184,76,196,177,163,148,253,135
64,54,76,23,50,42,115,57,87,48
12,39,18,11,15,5,28,29,42,9
4,5,2,0,0,6,10,12,11,1
75,67,109,15,45,34,95,64,108,32
43,180,122,51,14,11,54,51,69,25
40,42,45,8,12,2,39,23,79,8
370,445,220,177,298,254,493,482,355,390
27,69,63,52,23,4,71,87,70,45
0,18,4,1,3,17,5,0,1,5
955,1302,1168,386,722,529,1162,940,1513,818
30,52,37,33,25,10,36,36,47,26
385,662,867,396,273,175,977,719,801,502
75,63,59,14,66,49,114,100,114,48
25,68,30,32,17,7,38,40,42,26
51,38,44,17,3,37,49,42,91,76
32,42,23,33,37,24,42,47,35,48
713,816,845,306,288,323,1145,777,1240,343
926,777,475,350,1039,643,990,909,947,948
89,80,65,25,15,12,82,76,51,40
49,28,32,23,70,18,117,78,82,115
41,82,29,37,43,20,94,64,59,36
24,209,132,60,114,54,86,68,99,79
104,262,150,62,31,32,163,132,193,58
115,178,43,22,89,57,156,134,125,46
18,5,12,2,13,2,8,8,9,4
1608,1324,1188,704,1542,1408,1806,1583,1899,1648
33,42,25,13,18,23,28,44,23,19
289,302,223,77,124,69,407,247,299,133
8,9,10,10,13,8,13,9,28,6
8,30,22,4,8,6,22,24,28,10
1,27,14,46,11,22,23,8,18,10
2451,3457,1955,1139,1409,1230,3056,2864,2779,1875
76,130,77,38,68,54,131,121,119,55
19,2,4,0,0,0,33,3,27,4
14,77,60,30,17,7,37,21,89,20
458,454,243,121,382,302,522,404,395,387
23,32,29,11,12,13,41,53,50,37
47,75,41,9,21,9,76,66,82,58
57,55,66,7,27,21,32,55,30,11
131,126,184,41,32,33,286,172,275,55
3,48,19,1,4,3,42,23,36,2
12,31,46,13,15,28,65,35,33,21
391,274,145,99,161,210,550,461,345,370
13,35,35,13,18,12,46,41,60,12
49,70,93,69,24,1,65,65,65,36
75,96,94,14,70,18,88,84,84,27
12,17,20,7,2,2,18,13,34,14
536,593,617,193,261,142,957,797,966,313
36,12,28,10,23,3,42,59,40,32
64,197,115,17,20,26,63,60,98,18
4,11,2,8,4,6,2,4,5,18
28,69,40,23,64,22,34,37,64,41
31,65,165,21,19,22,202,108,227,36
102,117,90,59,113,101,115,92,116,157
642,783,573,199,356,225,709,729,756,525
115,112,152,32,53,45,212,150,193,80
10,22,18,6,23,13,19,43,49,29
6,41,48,5,13,4,49,21,23,5
4,10,71,11,0,0,38,28,77,5
109,335,225,143,35,29,113,118,194,87
1,17,7,3,13,2,20,34,20,20
276,176,204,74,85,73,326,260,370,178
4,8,20,0,2,5,3,4,9,0
45,18,19,2,21,34,37,22,49,16
11,16,8,5,7,0,25,17,17,15
43,85,100,9,3,0,40,29,47,10
339,273,267,73,195,124,637,415,602,369
103,320,196,124,24,69,196,156,176,147
62,100,70,55,22,34,46,48,70,86
238,410,304,140,178,114,289,245,350,182
10,15,10,3,4,2,6,13,36,2
31,42,40,18,36,0,46,21,55,27
18,5,7,0,1,1,28,7,9,10
631,160,242,94,201,207,723,512,554,429
188,252,198,82,74,54,262,220,224,115
10,7,16,10,30,21,34,32,20,8
16,23,8,87,25,30,19,21,19,52
72,128,63,48,48,13,152,110,108,54
74,163,109,61,95,62,136,126,148,98
61,33,16,13,60,22,82,65,72,42
22,108,41,0,19,13,42,53,101,3
39,425,63,21,82,42,263,199,255,41
3,2,15,0,4,0,23,2,10,2
245,422,255,129,191,120,303,248,290,201
115,175,97,63,161,103,183,118,212,137
230,675,466,283,259,204,414,437,495,251
100,163,106,58,46,49,123,116,156,70
14,29,23,8,5,9,26,21,35,11
308,785,499,269,95,94,385,386,553,219
189,427,250,179,92,54,268,269,279,316
51,71,57,22,23,1,79,62,66,12
81,68,53,24,31,25,65,52,70,18
202,775,326,95,258,163,325,284,493,180
9,5,18,2,7,2,27,25,41,4
18,50,33,47,28,64,14,19,54,85
22,23,13,20,51,37,41,32,19,44
143,171,110,44,106,87,165,142,159,106
171,149,82,81,116,88,189,160,197,170
35,80,11,2,53,12,74,52,60,4
42,51,58,18,40,26,93,47,57,48
99,139,72,3,24,6,123,108,129,23
6,10,21,2,8,4,34,31,32,22
19,57,5,2,7,6,41,59,32,4
10,33,30,31,9,7,28,27,37,12
116,304,263,68,32,21,257,207,327,60
13,16,19,0,14,0,37,15,21,4
31,72,46,22,40,24,93,64,50,22
48,49,97,35,45,30,87,63,92,61
23,53,17,24,9,26,41,24,32,33
41,71,27,20,11,10,71,41,47,25
85,123,80,51,102,61,96,77,97,91
5,14,15,2,12,3,16,9,22,5
79,201,177,45,14,9,172,175,261,99
14,44,33,28,11,13,48,22,35,2
342,441,372,179,114,97,331,284,500,239
46,61,38,16,20,16,75,60,91,25
21,41,12,7,13,12,25,7,30,20
21,46,49,10,20,15,27,38,50,12
4,59,57,22,7,0,4,9,8,7
1039,2201,1122,362,320,96,994,1017,1292,412
70,58,43,11,22,34,59,39,61,28
219,314,196,99,111,70,399,269,264,136
11,27,27,14,13,4,44,28,14,26
41,167,184,48,14,20,56,120,122,37
143,250,256,130,135,104,340,270,248,201
14,9,2,0,2,5,3,8,12,8
17,32,72,2,8,13,62,37,103,7
2120,2335,1776,747,1286,882,2629,2241,2644,1996
6,141,1,24,27,13,114,87,72,22
227,267,227,129,114,51,282,205,280,175
0,1,5,3,11,19,8,6,17,49
43,86,78,51,42,15,85,44,70,71
15,45,27,4,7,2,8,25,5,6
21,24,17,8,19,2,14,28,23,7
49,30,35,11,31,20,45,33,32,8
6,19,7,8,14,7,9,5,18,6
0,8,16,2,2,0,22,7,21,7
12,15,7,0,4,0,8,5,1,14
13,33,12,23,15,41,20,20,35,42
223,180,76,40,197,237,340,281,257,180
34,30,24,22,33,32,56,30,36,52
138,200,167,63,30,35,244,225,235,110
35,53,36,58,86,55,73,68,49,72
35,227,170,127,51,86,40,44,67,50
123,269,217,91,112,78,293,231,303,119
26,40,6,0,6,12,39,29,36,7
36,35,24,6,9,19,48,34,44,26
4,20,6,6,8,8,22,9,18,8
14,9,11,12,20,17,27,23,25,43
133,103,116,40,86,81,289,198,212,220
53,61,53,28,70,50,132,95,117,51
20,32,18,5,13,0,26,26,40,9
151,136,157,30,90,50,231,171,134,87
1,11,11,3,7,10,11,7,12,3
62,275,160,192,31,65,107,92,199,98
70,89,69,33,22,28,112,79,99,31
75,94,38,38,44,19,61,34,31,21
4,14,4,3,12,5,4,0,9,0
39,11,30,12,17,6,44,26,61,23
26,17,23,6,21,16,14,6,26,22
41,149,75,47,38,56,82,74,97,94
99,172,111,57,116,145,193,192,212,168
34,99,64,107,37,72,59,55,51,82
262,426,301,163,185,168,382,391,389,196
185,313,268,255,146,76,321,304,342,253
77,102,75,73,63,62,133,147,150,155
183,158,157,60,164,75,250,183,217,114
94,147,95,24,35,12,213,138,237,77
22,7,16,2,3,18,30,13,18,12
22,14,7,13,10,1,28,12,15,24
7,26,35,1,0,0,10,12,12,5
0,5,13,11,3,4,8,16,12,2
7,3,5,2,7,10,16,2,11,5
46,38,57,19,15,14,10,25,46,35
52,70,53,35,34,9,35,45,48,31
214,99,95,51,125,67,401,281,301,291
13,44,26,23,11,23,25,24,38,25
107,196,98,113,119,144,199,162,187,130
1,9,15,78,13,13,8,9,20,89
33,100,54,16,11,0,37,36,84,4
3,4,7,3,5,1,14,8,7,11
54,140,69,42,62,56,67,100,110,77
328,81,118,3,322,55,943,772,271,37
207,553,387,142,73,46,207,192,389,94
12,23,18,4,9,4,28,22,24,3
76,104,105,55,41,34,181,119,197,94
79,85,92,40,26,27,101,95,122,69
137,387,137,55,68,37,384,229,340,70
574,246,317,154,306,338,854,781,647,651
0,11,12,8,2,0,10,10,12,3
9,68,64,61,14,56,41,35,74,34
2,6,0,4,0,0,9,3,28,0
21,19,11,6,3,2,14,1,7,16
148,192,133,32,80,81,161,136,202,78
15,79,52,12,2,3,12,12,47,25
46,52,40,39,29,21,57,68,71,41
682,923,431,209,534,366,919,923,1026,699
78,108,109,49,52,39,119,86,157,115
31,50,50,14,25,29,97,52,86,40
157,539,314,168,143,65,424,277,302,132
14,17,44,6,4,0,32,12,23,5
41,4,10,12,11,5,50,46,32,40
54,46,28,11,15,27,88,53,75,46
126,127,111,40,80,64,155,138,156,111
11,12,8,2,6,3,12,21,30,2
76,77,82,23,6,14,59,61,84,48
264,350,306,136,151,195,318,308,381,252
135,154,80,16,43,51,55,84,109,25
10,6,10,4,4,0,24,3,16,4
7,44,21,8,14,18,25,12,32,7
683,267,278,102,330,265,762,520,721,576
481,976,544,308,574,351,466,418,617,488
24,5,19,17,28,17,20,17,37,21
0,13,17,0,1,0,5,0,26,0
5,0,6,5,12,26,3,1,8,34
51,65,31,16,31,25,43,51,53,16
134,57,58,47,30,26,78,66,134,44
15,11,21,1,0,9,22,12,44,2
0,14,2,3,6,0,4,6,17,1
4,18,3,6,9,0,24,25,17,3
35,41,42,38,11,3,14,16,17,29
246,1284,1022,483,153,152,418,480,753,358
37,176,201,26,13,1,108,68,186,46
50,223,130,76,19,26,75,93,101,53
254,387,252,220,183,168,275,297,261,213
13,9,11,0,14,3,29,22,20,7
2,0,8,8,3,7,13,7,12,15
206,280,141,152,168,161,396,253,282,263
20,82,53,15,2,18,28,14,103,108
8,8,21,10,15,4,26,16,21,21
2682,3809,4884,1001,483,695,5212,4417,6207,1645
177,399,733,201,28,69,255,298,600,70
48,629,442,199,58,73,40,57,146,101
3660,3090,3189,1062,1897,1316,6264,4845,5590,2486
8,42,38,23,10,3,34,28,34,12
6,18,15,2,4,5,10,15,35,16
47,45,56,22,21,19,80,70,54,59
3,7,2,8,8,7,15,5,0,3
82,95,49,40,75,29,97,52,71,66
35,43,42,9,17,5,25,31,48,11
334,478,248,77,147,98,392,268,312,144
15,25,31,3,7,16,25,39,49,8
24,20,15,7,13,20,31,28,29,12
34,51,46,9,22,2,44,37,70,10
39,34,28,4,9,9,61,24,52,30
146,91,94,74,215,150,253,218,137,148
12,29,14,5,25,10,13,14,11,25
24,17,55,5,14,7,56,33,61,15
64,57,51,15,22,3,71,57,116,23
27,82,15,16,37,33,70,53,33,33
125,277,174,73,141,101,158,129,186,161
170,151,112,56,32,38,193,173,296,112
6,12,14,4,5,4,23,32,20,8
53,118,70,21,18,35,69,71,85,25
29,40,29,11,36,15,25,46,59,21
80,245,155,33,42,29,242,246,198,51
24,72,43,52,25,65,47,37,48,39
59,82,100,20,38,25,92,70,116,41
506,261,302,98,436,322,446,431,515,448
101,243,213,75,28,31,209,177,236,53
283,343,191,140,255,176,439,380,398,268
83,83,115,49,59,32,130,93,127,66
54,99,79,52,31,60,132,103,84,74
8,10,10,2,2,1,12,3,22,0
21,16,17,8,9,0,6,22,23,5
60,58,30,16,60,42,104,66,74,38
7,4,20,9,4,5,21,19,23,12
13,7,11,3,8,6,34,11,26,11
28,85,32,16,55,51,75,67,58,32
232,562,843,234,39,45,549,496,1022,157
322,445,400,167,232,183,755,635,645,287
1173,426,292,141,841,431,1207,944,968,851
69,74,43,21,44,29,143,109,84,38
86,129,104,66,20,40,131,96,164,49
144,320,207,54,98,72,223,148,219,78
4359,796,1816,614,4756,2365,5606,4647,4528,4343
117,196,136,120,167,179,159,150,147,198
361,175,141,43,33,37,237,166,253,114
10,26,20,7,11,3,11,10,5,3
2,9,10,6,4,0,5,5,10,13
370,247,258,103,207,150,872,643,557,269
52,23,42,73,26,62,57,63,89,111
7,35,38,2,0,0,58,27,41,0
9,7,2,0,20,23,23,16,10,17
199,342,251,105,259,154,240,194,326,172
80,101,82,32,31,48,93,103,116,69
18,27,32,17,1,1,8,9,16,9
0,73,14,2,18,25,80,37,61,4
175,185,110,78,158,81,329,250,230,200
31,30,43,11,31,17,38,55,44,26
2,6,13,0,6,0,28,3,11,0
38,44,49,25,20,34,68,56,60,22
1303,1430,1738,513,776,547,2324,1861,2478,808
31,93,91,15,8,7,57,42,72,25
158,185,136,67,111,80,197,211,222,145
71,54,61,18,36,15,123,84,82,33
87,94,109,17,48,44,179,122,128,69
268,376,398,84,90,103,550,352,495,143
42,37,16,10,20,13,44,34,38,23
15,37,13,8,14,8,18,15,17,7
49,67,54,17,22,19,98,42,92,31
38,158,197,94,17,14,70,59,147,64
34,33,52,18,13,11,92,67,53,25
88,157,119,101,91,63,128,66,157,112
6,23,19,19,18,5,14,35,21,10
144,86,66,101,250,117,208,186,109,237
139,199,143,110,141,80,124,120,202,140
6,16,2,10,3,6,7,9,9,4
1011,196,215,50,692,340,1349,1003,858,445
225,170,234,48,169,114,256,230,299,146
33,46,48,17,31,13,32,31,23,22
39,55,41,10,18,25,56,44,43,40
106,51,51,28,35,66,57,58,60,62
71,51,78,35,31,12,118,86,141,28
44,129,96,29,30,22,57,67,95,25
3,15,7,0,16,1,7,0,1,2
275,902,667,391,147,253,223,217,459,345
461,629,386,230,354,262,515,443,566,415
1875,3112,1221,791,2245,1736,2749,2257,1917,1269
1126,596,486,142,382,462,1461,1282,1076,874
16,20,17,8,8,5,35,45,25,10
144,78,53,31,59,54,129,156,139,69
31,18,19,15,8,2,83,47,44,16
21,15,17,16,16,19,34,38,32,20
34,49,54,7,15,5,14,19,75,34
80,112,56,17,32,3,96,102,108,40
61,38,55,44,91,40,91,72,62,64
11,0,1,7,4,0,15,12,9,5
10,3,31,0,4,19,12,14,18,17
36,19,9,16,31,30,69,29,30,21
19,167,22,27,79,43,165,85,94,19
76,48,47,9,30,42,111,91,76,31
15,11,2,2,3,14,22,17,14,23
13,61,39,39,11,7,55,31,58,50
311,683,618,284,294,205,470,438,561,328
2125,2363,2813,1484,2029,1547,3538,2825,3414,1992
9,21,33,4,14,18,40,33,63,12
68,90,67,25,33,40,78,77,80,53
509,510,429,159,61,111,984,676,856,227
325,551,402,168,210,177,433,358,568,316
23,2,21,12,14,2,34,21,36,27
11,14,25,0,1,20,41,40,40,12
6,10,14,0,11,8,11,7,17,7
51,57,44,8,39,5,41,58,62,33
219,471,267,106,235,166,211,233,367,112
59,89,40,14,17,26,124,80,97,37
14,12,12,3,8,4,16,28,19,17
9,10,5,0,8,3,10,10,26,8
1,17,10,4,3,0,5,10,6,2
47,30,14,9,15,9,8,11,9,9
206,86,89,74,77,78,225,145,237,268
124,172,60,32,12,4,101,111,108,37
400,917,605,391,263,105,537,448,541,361
10,6,28,7,7,0,47,27,18,23
120,113,67,22,49,43,160,99,141,67
90,118,111,26,42,22,125,130,142,64
300,205,198,89,152,128,418,363,285,172
44,56,41,39,35,35,115,87,85,59
372,676,453,308,496,632,432,362,460,501
765,1531,1014,778,966,662,1241,1161,1225,1360
241,733,800,144,54,90,930,766,513,117
33,87,43,32,38,10,57,56,60,47
14,25,17,15,10,4,7,13,31,10
44,125,151,87,68,22,121,113,128,104
7,29,17,15,2,8,24,15,11,9
55,153,60,35,71,23,80,57,75,46
40,58,46,28,55,37,71,34,106,32
13,12,6,6,15,5,41,24,21,7
84,74,54,32,46,27,68,57,86,41
32,72,25,49,117,61,60,73,67,53
17,77,102,75,46,52,58,48,67,65
5,13,16,3,17,11,36,19,22,40
96,411,193,69,39,112,149,121,236,84
60,116,82,45,83,74,78,69,79,63
63,106,105,26,12,9,39,55,96,26
158,212,93,36,45,63,204,158,206,80
34,18,35,7,8,7,28,26,40,21
90,96,83,43,63,42,120,148,126,81
61,129,0,1,36,39,273,197,4,0
381,267,160,64,187,117,383,334,262,190
4,5,3,8,11,3,6,4,7,10
12,30,19,10,5,3,8,9,15,14
47,53,61,30,41,44,111,57,53,41
32,28,41,6,10,1,67,51,65,3
9,8,9,2,10,7,7,7,20,7
34,44,27,24,14,14,54,51,41,29
25,20,45,5,9,14,29,17,39,7
2,6,5,1,12,10,11,11,4,11
18,26,12,7,19,11,18,20,29,15
44,38,36,29,23,10,27,39,44,56
128,174,119,65,49,65,147,127,167,99
28,43,16,49,52,23,22,15,23,43
10,28,3,5,2,0,15,9,12,27
188,346,301,162,226,156,313,282,296,192
348,532,304,224,293,169,463,425,451,428
92,146,70,53,73,80,64,77,150,93
24,13,14,2,20,19,9,26,12,22
545,93,160,55,366,266,830,730,506,464
173,234,235,224,259,233,173,178,240,186
148,194,163,26,34,8,235,202,270,65
16,69,48,35,12,35,40,25,50,46
697,626,495,260,517,403,616,511,798,660
228,633,159,35,378,265,563,389,513,224
9,8,1,3,9,11,21,5,12,16
203,234,195,49,50,40,280,234,310,95
237,200,211,69,205,163,299,313,260,164
486,383,360,132,424,170,633,443,512,351
546,802,531,267,372,346,630,587,605,578
8896,16246,9417,2806,4898,3113,13227,10771,13192,5768
8,90,14,2,10,7,34,24,43,10
257,263,294,116,175,125,415,318,442,243
52,44,45,12,15,4,111,59,90,10
23,51,33,70,52,75,39,51,43,76
97,130,112,55,42,29,186,186,238,80
226,181,157,52,153,71,170,152,162,170
145,279,3,4,12,0,4,9,1,4
3963,8514,5215,5779,7951,9585,8568,5941,7451,7696
428,686,366,138,203,168,509,397,493,224
731,934,701,234,815,561,727,670,1002,565
13,20,12,10,43,31,11,17,18,39
27359,49572,26468,36918,26413,55285,55340,43631,52084,51115
34,38,20,4,13,25,32,26,9,30
552,431,379,80,348,295,529,391,518,352
16,24,4,4,8,12,62,21,23,12
54,28,31,11,36,35,63,78,100,87
103,112,103,36,70,44,115,130,153,76
40,96,59,49,32,25,78,61,93,87
37337,66814,36835,33512,37217,60765,63776,40894,55939,39417
71,152,89,66,97,55,484,214,123,67
3,28,1,0,2,0,10,6,11,1
274,476,363,89,168,135,306,302,431,113
305,440,543,146,161,55,387,381,435,166
44,202,98,32,10,2,29,28,62,9
37,31,37,7,4,17,45,30,50,16
138,167,62,34,118,55,205,189,162,87
919,588,511,315,1163,1171,938,780,801,1212
78,49,51,23,64,27,76,66,54,100
154,624,396,129,56,58,198,231,368,89
6,8,14,7,8,22,12,20,15,15
22,15,8,12,41,10,51,17,24,10
547,668,499,222,542,358,672,615,639,476
99,170,179,77,99,86,228,258,257,68
569,224,269,76,197,156,440,358,877,375
50558,79391,37581,48359,44251,72572,99245,65323,67969,65804
37,79,68,44,12,12,80,51,82,41
23,100,192,24,2,9,51,46,152,13
150,205,124,74,86,84,187,156,161,159
122,107,78,25,54,40,143,106,107,39
8,31,53,14,2,2,8,19,23,7
16201,32283,18744,26161,26739,29785,31059,23860,27958,36355
326,476,372,78,112,47,476,361,535,181
207,90,86,60,85,109,305,278,277,202
78,135,107,44,79,49,129,95,122,62
98,301,117,39,67,97,352,310,317,101
139,141,121,66,34,51,141,175,135,86
24,58,19,3,30,5,59,48,67,12
80,49,38,9,35,42,114,103,107,44
11934,21751,9990,21002,11561,25518,24521,17680,16949,23954
11,40,11,12,25,7,21,9,17,21
83,124,89,56,63,70,176,126,148,67
109,168,81,33,46,38,131,128,137,75
74,16,23,8,18,13,122,45,61,38
611,198,176,21,266,313,697,593,602,234
43,89,61,16,19,20,73,98,86,25
